Average_trafic_rate_src_dest,Absolute_num_packets_sent,Absolute_num_packets_dropped,Average_perpacket_delay,Average_neperian_logarithm,Percentile_10_per_packet,Percentile_20_per_packet,Percentile_50_per_packet,Percentile_80_per_packet,Percentile_90_per_packet,jitter,global_packets,global_losses,global_delay
0.738072,0.738831,0,0.55202,-0.919477,0.080176,0.191387,0.442295,0.788973,1.09578,0.20243,90.1321,0,0.278977
0.271411,0.272156,0,0.125484,-2.42748,0.03,0.03,0.169999,0.169999,0.215064,0.008863,160.237,6.8809,1.65814
1.58541,1.5907,0,0.17542,-2.04466,0.03,0.043919,0.169999,0.263793,0.32566,0.015602,160.237,6.8809,1.65814
0.863162,0.86675,0.133641,1.9837,0.441717,0.534767,0.981129,1.91958,2.89462,3.43925,1.24217,160.237,6.8809,1.65814
0.920767,0.919159,0,0.296994,-1.3748,0.100407,0.155506,0.290611,0.407059,0.486407,0.024052,160.237,6.8809,1.65814
1.34679,1.34812,5.6e-05,0.373903,-1.39626,0.042,0.100417,0.262837,0.549529,0.799904,0.124316,160.237,6.8809,1.65814
1.44617,1.44045,0,0.607504,-0.657963,0.219691,0.334188,0.563318,0.828206,1.02316,0.109279,160.237,6.8809,1.65814
0.320591,0.320532,0.01577,1.21465,-0.054143,0.339999,0.522182,1.15179,1.84974,2.17854,0.506798,160.237,6.8809,1.65814
0.875436,0.871848,0.13238,2.03432,0.489748,0.588227,1.03424,1.96571,2.95032,3.49602,1.24662,160.237,6.8809,1.65814
1.58344,1.58218,0.235686,2.3243,0.684277,0.859107,1.30732,2.26843,3.25517,3.80051,1.28836,160.237,6.8809,1.65814
0.837271,0.842016,0.044649,1.3014,0.050639,0.408,0.604369,1.24358,1.95028,2.28064,0.525362,160.237,6.8809,1.65814
0.581109,0.585212,0,0.168418,-2.15004,0.03,0.03,0.169999,0.24719,0.327629,0.018778,191.5,17.7036,2.44206
0.207887,0.211263,0,0.162424,-2.20738,0.03,0.03,0.169999,0.224629,0.324788,0.019585,191.5,17.7036,2.44206
1.65493,1.65265,0.729097,7.09953,1.94944,5.81145,6.25037,7.09164,7.93758,8.37823,1.01157,191.5,17.7036,2.44206
1.81734,1.82204,0.807306,7.16809,1.95933,5.87766,6.31806,7.16074,8.01403,8.47024,1.02027,191.5,17.7036,2.44206
1.47533,1.47287,0,0.201782,-1.86541,0.042,0.051279,0.238,0.293426,0.363087,0.015743,191.5,17.7036,2.44206
1.43579,1.43622,0.63148,7.62369,2.02015,6.21721,6.68201,7.60771,8.5258,9.05278,1.24627,191.5,17.7036,2.44206
0.4318,0.43174,0.032317,3.65296,1.10333,1.11795,1.97097,3.7501,5.20897,5.90616,3.13177,191.5,17.7036,2.44206
0.494177,0.49909,0.222209,7.18691,1.96193,5.87424,6.34368,7.18542,8.03049,8.48002,1.02458,191.5,17.7036,2.44206
1.11736,1.11578,0.654093,10.8936,2.38117,9.29563,9.83839,10.8987,11.9402,12.5034,1.59274,191.5,17.7036,2.44206
1.0513,1.05381,0,0.430715,-0.979806,0.161915,0.221774,0.452174,0.601771,0.681212,0.040712,191.5,17.7036,2.44206
0.464513,0.463443,0,0.122689,-2.43782,0.03,0.03,0.169999,0.169999,0.199096,0.007698,49.8475,0,0.210843
0.407413,0.406712,0,0.109726,-2.54734,0.03,0.03,0.169999,0.169999,0.169999,0.005977,49.8475,0,0.210843
0.248831,0.246061,0,0.125292,-2.41684,0.03,0.03,0.169999,0.169999,0.214496,0.008011,49.8475,0,0.210843
0.266452,0.264821,0,0.168204,-2.0947,0.042,0.042,0.238,0.238,0.289984,0.012708,49.8475,0,0.210843
0.268766,0.26938,0,0.154722,-2.18643,0.042,0.042,0.238,0.238,0.244752,0.011057,49.8475,0,0.210843
0.283579,0.281352,0,0.41463,-1.12214,0.09,0.115907,0.51,0.60987,0.690783,0.058018,49.8475,0,0.210843
0.476746,0.477219,0,0.27775,-1.56802,0.06,0.06,0.339999,0.400347,0.490249,0.031947,49.8475,0,0.210843
0.060195,0.061089,0,0.167684,-2.1026,0.042,0.042,0.238,0.238,0.289563,0.013135,49.8475,0,0.210843
0.265542,0.265648,0,0.296231,-1.49383,0.072,0.072,0.408,0.4302,0.517401,0.034069,49.8475,0,0.210843
0.194607,0.197044,0,0.320151,-1.40391,0.072,0.072,0.408,0.462081,0.548172,0.038755,49.8475,0,0.210843
0.547068,0.546528,0,0.183769,-2.10314,0.03,0.03,0.169999,0.267168,0.364876,0.027788,112.536,0.002017,0.379926
0.566851,0.569198,0,0.137013,-2.32088,0.03,0.03,0.169999,0.186946,0.266737,0.009375,112.536,0.002017,0.379926
0.54029,0.541246,0,0.153192,-2.17055,0.03,0.03,0.169999,0.227335,0.293843,0.009924,112.536,0.002017,0.379926
0.146617,0.147032,0,0.26794,-1.65419,0.042,0.062974,0.238,0.392739,0.526447,0.042774,112.536,0.002017,0.379926
0.611172,0.614391,0,0.211465,-1.88527,0.042,0.042,0.238,0.293981,0.388148,0.026376,112.536,0.002017,0.379926
0.196959,0.195267,0,0.441221,-1.0738,0.077303,0.16267,0.412957,0.635768,0.799073,0.080398,112.536,0.002017,0.379926
0.779817,0.781884,0.000118,0.979182,-0.438744,0.172759,0.339999,0.683887,1.51905,2.16711,0.816401,112.536,0.002017,0.379926
0.600356,0.59994,0,0.269226,-1.64274,0.042,0.066682,0.238,0.390754,0.524446,0.04285,112.536,0.002017,0.379926
0.252989,0.251379,0,0.458574,-1.01038,0.092451,0.196871,0.427694,0.656094,0.807876,0.076977,112.536,0.002017,0.379926
0.782893,0.779881,2.9e-05,0.98849,-0.378042,0.201191,0.408,0.702337,1.48839,2.11961,0.771142,112.536,0.002017,0.379926
0.253782,0.255334,0,0.113859,-2.51631,0.03,0.03,0.169999,0.169999,0.172386,0.006661,59.3769,0,0.226571
0.200547,0.200531,0,0.117697,-2.48174,0.03,0.03,0.169999,0.169999,0.182272,0.007146,59.3769,0,0.226571
0.598376,0.597713,0,0.175856,-2.09484,0.03,0.03,0.169999,0.268655,0.342134,0.018297,59.3769,0,0.226571
0.106219,0.106397,0,0.22268,-1.80851,0.042,0.042,0.238,0.333434,0.413953,0.023542,59.3769,0,0.226571
0.599757,0.602424,0,0.162189,-2.13446,0.042,0.042,0.238,0.238,0.269001,0.01199,59.3769,0,0.226571
0.495071,0.495427,0,0.354975,-1.28405,0.072,0.106568,0.408,0.530122,0.617631,0.045765,59.3769,0,0.226571
0.283556,0.284849,0,0.2493,-1.68607,0.06,0.06,0.339999,0.350541,0.445669,0.026421,59.3769,0,0.226571
0.382321,0.37933,0,0.220793,-1.8118,0.042,0.042,0.238,0.326151,0.402001,0.02244,59.3769,0,0.226571
0.563016,0.560138,0,0.371796,-1.24464,0.072,0.109298,0.408,0.541846,0.64689,0.052652,59.3769,0,0.226571
0.379734,0.378683,0,0.297535,-1.48753,0.072,0.072,0.408,0.428072,0.515255,0.034294,59.3769,0,0.226571
1.42437,1.42226,0.000138,0.375933,-1.48567,0.03,0.104179,0.236734,0.589665,0.871113,0.149882,151.73,4.58861,1.25206
1.19055,1.19545,0,0.164771,-2.17329,0.03,0.03,0.169999,0.242875,0.326988,0.017285,151.73,4.58861,1.25206
0.443707,0.441679,0,0.218596,-1.76121,0.046605,0.096142,0.195863,0.316541,0.38115,0.019409,151.73,4.58861,1.25206
1.01477,1.01753,0,0.279175,-1.47386,0.076109,0.132947,0.266142,0.395009,0.470864,0.025075,151.73,4.58861,1.25206
0.405044,0.406187,0,0.205047,-1.83673,0.042,0.059114,0.238,0.302363,0.369106,0.015218,151.73,4.58861,1.25206
0.171742,0.169407,0.001633,1.37474,-0.113448,0.235022,0.409532,0.950826,2.18866,3.13915,1.64081,151.73,4.58861,1.25206
1.3485,1.34454,0.018585,2.20895,0.497463,0.499694,0.82231,1.93788,3.53692,4.319,2.166,151.73,4.58861,1.25206
1.13993,1.13534,0,0.404229,-1.21514,0.091427,0.159334,0.31285,0.588488,0.805399,0.110214,151.73,4.58861,1.25206
1.38667,1.39158,0.014974,1.50085,0.029876,0.31172,0.480409,1.10403,2.34736,3.29059,1.69006,151.73,4.58861,1.25206
1.42698,1.41969,0.02077,2.09521,0.45515,0.508232,0.781676,1.81387,3.37941,4.12734,1.94488,151.73,4.58861,1.25206
0.153843,0.152058,0,0.112009,-2.52219,0.03,0.03,0.169999,0.169999,0.169999,0.006116,39.246,0,0.210253
0.393215,0.39635,0,0.112792,-2.52737,0.03,0.03,0.169999,0.169999,0.169999,0.006704,39.246,0,0.210253
0.073808,0.074359,0,0.131003,-2.39267,0.03,0.03,0.169999,0.169999,0.256751,0.0099,39.246,0,0.210253
0.2679,0.271747,0,0.171583,-2.08633,0.042,0.042,0.238,0.238,0.300868,0.014263,39.246,0,0.210253
0.286343,0.286967,0,0.156451,-2.17443,0.042,0.042,0.238,0.238,0.242578,0.011291,39.246,0,0.210253
0.269364,0.270336,0,0.290749,-1.52155,0.072,0.072,0.408,0.425993,0.51347,0.034707,39.246,0,0.210253
0.259504,0.259823,0,0.226348,-1.7955,0.06,0.06,0.339999,0.339999,0.363027,0.022442,39.246,0,0.210253
0.409654,0.408958,0,0.176733,-2.04683,0.042,0.042,0.238,0.238,0.3107,0.014383,39.246,0,0.210253
0.175637,0.175738,0,0.309009,-1.44663,0.072,0.072,0.408,0.448411,0.545357,0.037225,39.246,0,0.210253
0.192707,0.191995,0,0.273303,-1.59241,0.072,0.072,0.408,0.408,0.460068,0.031069,39.246,0,0.210253
1.00461,1.00756,0,0.160649,-2.1974,0.03,0.03,0.169999,0.23186,0.320885,0.016377,167.778,13.0315,1.32686
1.53325,1.53205,0.000126,0.286898,-1.6891,0.03,0.073927,0.19135,0.436641,0.625887,0.074201,167.778,13.0315,1.32686
1.42045,1.42011,0.050762,2.02657,0.22717,0.212855,0.476078,1.72863,3.4641,4.29823,2.48855,167.778,13.0315,1.32686
1.2453,1.24219,0,0.419391,-1.09427,0.126043,0.198947,0.357861,0.591745,0.78112,0.082043,167.778,13.0315,1.32686
1.45566,1.45114,7.5e-05,0.355017,-1.36855,0.050978,0.12543,0.279171,0.520021,0.712684,0.082709,167.778,13.0315,1.32686
0.728168,0.725469,0.025381,2.26096,0.481592,0.452102,0.756018,1.91814,3.7084,4.63471,2.59798,167.778,13.0315,1.32686
0.477552,0.476546,0.021953,1.47643,0.088151,0.339999,0.538295,1.32966,2.35929,2.86267,0.936178,167.778,13.0315,1.32686
1.18579,1.18344,0.041461,2.07956,0.301225,0.27007,0.530582,1.77967,3.52285,4.3581,2.49488,167.778,13.0315,1.32686
0.21888,0.221827,0.007838,2.20683,0.444908,0.412989,0.715064,1.88493,3.61609,4.53677,2.51975,167.778,13.0315,1.32686
1.54423,1.54019,0.067876,1.59286,0.215061,0.427285,0.652329,1.45496,2.48013,2.98372,0.959444,167.778,13.0315,1.32686
0.891248,0.886864,0,0.118059,-2.47458,0.03,0.03,0.169999,0.169999,0.184532,0.007023,95.7552,1.7e-05,0.301344
0.258989,0.25946,0,0.137047,-2.33879,0.03,0.03,0.169999,0.17762,0.263668,0.010844,95.7552,1.7e-05,0.301344
0.780428,0.77348,0,0.233848,-1.83227,0.03,0.061255,0.172652,0.335442,0.476521,0.043103,95.7552,1.7e-05,0.301344
0.916185,0.914179,0,0.344468,-1.45744,0.042,0.096532,0.248438,0.500604,0.723358,0.101632,95.7552,1.7e-05,0.301344
0.469169,0.4685,0,0.191133,-1.94611,0.042,0.042,0.238,0.273065,0.343695,0.016048,95.7552,1.7e-05,0.301344
0.307831,0.309491,0,0.44258,-1.04798,0.097132,0.180465,0.419746,0.632449,0.788026,0.074797,95.7552,1.7e-05,0.301344
0.104175,0.103617,0,0.311518,-1.46354,0.06,0.064762,0.339999,0.452497,0.571463,0.046815,95.7552,1.7e-05,0.301344
0.936601,0.937072,0,0.357098,-1.40782,0.042,0.111378,0.261601,0.513567,0.742472,0.10692,95.7552,1.7e-05,0.301344
0.824316,0.822273,0,0.575692,-0.772868,0.157225,0.269707,0.52071,0.816135,1.03653,0.129172,95.7552,1.7e-05,0.301344
0.261776,0.263051,0,0.321126,-1.37862,0.072,0.095845,0.408,0.481582,0.55661,0.03578,95.7552,1.7e-05,0.301344
0.488405,0.489634,0,0.117668,-2.48433,0.03,0.03,0.169999,0.169999,0.187745,0.00734,55.5041,0,0.221045
0.203329,0.199909,0,0.118559,-2.47479,0.03,0.03,0.169999,0.169999,0.182773,0.007256,55.5041,0,0.221045
0.584083,0.582397,0,0.147139,-2.27378,0.03,0.03,0.169999,0.195665,0.289042,0.013262,55.5041,0,0.221045
0.407696,0.406955,0,0.19302,-1.95461,0.042,0.042,0.238,0.267092,0.35796,0.017834,55.5041,0,0.221045
0.299207,0.297647,0,0.162367,-2.13448,0.042,0.042,0.238,0.238,0.26423,0.011943,55.5041,0,0.221045
0.366057,0.363961,0,0.314748,-1.42663,0.072,0.072,0.408,0.464085,0.553112,0.038774,55.5041,0,0.221045
0.077242,0.07543,0,0.24386,-1.69881,0.06,0.06,0.339999,0.339999,0.415935,0.023789,55.5041,0,0.221045
0.311781,0.310568,0,0.194319,-1.94829,0.042,0.042,0.238,0.269622,0.362142,0.01803,55.5041,0,0.221045
0.444992,0.440202,0,0.321043,-1.40143,0.072,0.073706,0.408,0.471558,0.559571,0.039416,55.5041,0,0.221045
0.229904,0.227462,0,0.290028,-1.51719,0.072,0.072,0.408,0.424126,0.499438,0.033081,55.5041,0,0.221045
0.201967,0.201967,0,0.126452,-2.41222,0.03,0.03,0.169999,0.169999,0.222266,0.008512,62.313,0,0.233731
0.398538,0.39806,0,0.117657,-2.46973,0.03,0.03,0.169999,0.169999,0.190058,0.006618,62.313,0,0.233731
0.155726,0.155956,0,0.154455,-2.23757,0.03,0.03,0.169999,0.215486,0.309656,0.015033,62.313,0,0.233731
0.341535,0.343715,0,0.199575,-1.93096,0.042,0.042,0.238,0.283982,0.371913,0.020162,62.313,0,0.233731
0.389464,0.388087,0,0.168363,-2.09735,0.042,0.042,0.238,0.238,0.286673,0.012969,62.313,0,0.233731
0.278713,0.279535,0,0.324218,-1.39394,0.072,0.073788,0.408,0.479955,0.563444,0.040817,62.313,0,0.233731
0.472505,0.468278,0,0.297391,-1.50468,0.06,0.06,0.339999,0.42298,0.51532,0.04042,62.313,0,0.233731
0.540308,0.534398,0,0.205939,-1.88824,0.042,0.042,0.238,0.290723,0.379956,0.020073,62.313,0,0.233731
0.484806,0.487732,0,0.337955,-1.34626,0.072,0.08714,0.408,0.49584,0.584206,0.044197,62.313,0,0.233731
0.555068,0.553633,0,0.313262,-1.41228,0.072,0.076226,0.408,0.45723,0.53857,0.034326,62.313,0,0.233731
0.480533,0.481078,0,0.133251,-2.36396,0.03,0.03,0.169999,0.172207,0.255384,0.009575,74.7593,0,0.24594
0.678118,0.676734,0,0.114746,-2.5059,0.03,0.03,0.169999,0.169999,0.171339,0.006697,74.7593,0,0.24594
0.49911,0.500494,0,0.186731,-2.05914,0.03,0.03,0.169999,0.282117,0.3681,0.02439,74.7593,0,0.24594
0.478666,0.477513,0,0.235297,-1.76235,0.042,0.045997,0.238,0.349786,0.437729,0.028657,74.7593,0,0.24594
0.210681,0.209108,0,0.160744,-2.14323,0.042,0.042,0.238,0.238,0.2668,0.011688,74.7593,0,0.24594
0.603637,0.600868,0,0.376364,-1.22607,0.072,0.122253,0.408,0.550262,0.657926,0.052698,74.7593,0,0.24594
0.663346,0.660074,0,0.314876,-1.42752,0.06,0.076541,0.339999,0.4603,0.559118,0.039989,74.7593,0,0.24594
0.458954,0.457528,0,0.239466,-1.74584,0.042,0.04829,0.238,0.355215,0.451126,0.029832,74.7593,0,0.24594
0.145237,0.146726,0,0.343611,-1.34168,0.072,0.08124,0.408,0.509958,0.599395,0.048589,74.7593,0,0.24594
0.725141,0.721617,0,0.369134,-1.24223,0.072,0.116808,0.408,0.537229,0.637156,0.04899,74.7593,0,0.24594
1.63969,1.64322,0,0.14357,-2.29064,0.03,0.03,0.169999,0.19335,0.283926,0.011406,162.333,6.0104,1.82141
1.27512,1.27837,0,0.26391,-1.72148,0.03,0.075431,0.194735,0.398434,0.542454,0.050085,162.333,6.0104,1.82141
0.491412,0.491432,0.036966,5.56787,1.68554,4.03788,4.76952,5.77818,6.48323,6.8001,1.33488,162.333,6.0104,1.82141
1.11499,1.11713,0.087393,5.61284,1.69356,4.07543,4.79865,5.8241,6.54319,6.86272,1.36842,162.333,6.0104,1.82141
1.14885,1.14641,0,0.328614,-1.4016,0.049876,0.131771,0.279801,0.477881,0.623106,0.055298,162.333,6.0104,1.82141
1.07701,1.07858,0.082974,6.08451,1.77847,4.50542,5.21387,6.24503,7.05415,7.44567,1.51808,162.333,6.0104,1.82141
0.252841,0.25327,0,0.344579,-1.32252,0.06,0.123077,0.339999,0.498846,0.619658,0.048838,162.333,6.0104,1.82141
0.191953,0.191381,0.015355,5.60763,1.69178,4.07622,4.80702,5.82741,6.53439,6.85225,1.37339,162.333,6.0104,1.82141
0.415418,0.418796,0.032373,5.75468,1.71965,4.18097,4.9231,5.96017,6.70484,7.03488,1.41402,162.333,6.0104,1.82141
0.649006,0.647291,0,0.444124,-1.02384,0.114624,0.196262,0.428562,0.6207,0.761531,0.07172,162.333,6.0104,1.82141
1.25422,1.26034,0,0.148061,-2.1969,0.03,0.03,0.169999,0.214326,0.281776,0.008872,182.895,18.3335,4.17572
1.68482,1.68808,0,0.22874,-1.8953,0.03,0.030556,0.169999,0.339792,0.483469,0.042255,182.895,18.3335,4.17572
1.24732,1.24475,0,0.254507,-1.57758,0.069067,0.127005,0.225925,0.350092,0.456719,0.024943,182.895,18.3335,4.17572
1.17812,1.17643,0,0.24594,-1.55377,0.082923,0.123247,0.252457,0.358604,0.397311,0.014117,182.895,18.3335,4.17572
0.639405,0.635618,0,0.212793,-1.77348,0.042402,0.076068,0.238,0.314341,0.376586,0.01463,182.895,18.3335,4.17572
1.60454,1.60715,0.504137,15.7053,2.73245,11.7243,12.8862,15.5913,18.4532,19.8871,10.1046,182.895,18.3335,4.17572
1.775,1.76453,0,0.508086,-0.930619,0.115481,0.225343,0.444305,0.731152,0.954588,0.117138,182.895,18.3335,4.17572
1.61373,1.61217,0.488127,11.4481,2.42132,8.97911,9.76814,11.337,13.0558,14.0637,4.15235,182.895,18.3335,4.17572
1.72304,1.72284,0.521468,11.5959,2.43444,9.11019,9.89787,11.4809,13.2215,14.2391,4.20813,182.895,18.3335,4.17572
0.715419,0.709645,0,1.01185,-0.359763,0.2165,0.408,0.697647,1.53543,2.18133,0.854777,182.895,18.3335,4.17572
0.821953,0.823039,0,0.212471,-1.95093,0.03,0.03,0.169999,0.318771,0.447212,0.034703,132.671,0.96371,1.20311
0.838409,0.840471,0,0.152697,-2.21629,0.03,0.03,0.169999,0.215834,0.299967,0.012834,132.671,0.96371,1.20311
1.04452,1.04212,0,0.395501,-1.31653,0.068115,0.144897,0.29163,0.585657,0.836577,0.134335,132.671,0.96371,1.20311
0.461945,0.460712,1e-05,2.05138,-0.054837,0.148857,0.258077,1.08202,3.35474,5.3066,6.58589,132.671,0.96371,1.20311
0.44174,0.442767,0,0.22427,-1.80867,0.042,0.049203,0.238,0.320932,0.414896,0.027579,132.671,0.96371,1.20311
1.05986,1.06219,0.009528,2.11042,0.451485,0.524766,0.785308,1.73496,3.3744,4.31054,2.22234,132.671,0.96371,1.20311
0.614029,0.612767,0,0.369411,-1.15019,0.125064,0.190142,0.376048,0.523915,0.599699,0.031714,132.671,0.96371,1.20311
0.634428,0.631016,0,0.589613,-0.936137,0.108581,0.192642,0.412574,0.870899,1.29289,0.334781,132.671,0.96371,1.20311
0.865824,0.864056,1e-05,2.2156,0.210525,0.264815,0.458211,1.28629,3.50084,5.41133,6.45768,132.671,0.96371,1.20311
1.017,1.0183,0.009559,1.95266,0.320724,0.408,0.628766,1.56119,3.21203,4.13254,2.17158,132.671,0.96371,1.20311
0.689889,0.685778,0,0.132395,-2.37643,0.03,0.03,0.169999,0.169999,0.247893,0.010118,72.016,0,0.251823
0.346359,0.346783,0,0.121184,-2.43486,0.03,0.03,0.169999,0.169999,0.198585,0.006877,72.016,0,0.251823
0.125395,0.125395,0,0.153387,-2.23216,0.03,0.03,0.169999,0.216849,0.307393,0.013696,72.016,0,0.251823
0.653229,0.648044,0,0.200478,-1.91201,0.042,0.042,0.238,0.289808,0.371318,0.018347,72.016,0,0.251823
0.282272,0.285267,0,0.175152,-2.05648,0.042,0.042,0.238,0.241399,0.306233,0.014452,72.016,0,0.251823
0.220664,0.219792,0,0.478793,-0.978536,0.09,0.170942,0.51,0.683748,0.832028,0.0857,72.016,0,0.251823
0.498205,0.502697,0,0.313345,-1.46556,0.06,0.063693,0.339999,0.453952,0.571764,0.050514,72.016,0,0.251823
0.552536,0.548826,0,0.199881,-1.91424,0.042,0.042,0.238,0.284742,0.369511,0.018188,72.016,0,0.251823
0.245401,0.245043,0,0.302713,-1.46609,0.072,0.072,0.408,0.436668,0.527175,0.03502,72.016,0,0.251823
0.480836,0.482043,0,0.315393,-1.3925,0.072,0.091389,0.408,0.470627,0.545209,0.033169,72.016,0,0.251823
1.16924,1.17087,0,0.193879,-2.0128,0.03,0.03,0.169999,0.295493,0.387562,0.024739,190.304,17.4714,2.1517
1.42636,1.43642,0,0.207149,-1.99638,0.03,0.03,0.169999,0.307758,0.438488,0.03731,190.304,17.4714,2.1517
0.236884,0.236388,0.127392,11.1844,2.39476,8.46115,9.388,11.0876,12.9078,13.9703,4.75532,190.304,17.4714,2.1517
1.16759,1.1679,0.623426,11.1943,2.39567,8.54366,9.4271,11.1016,12.911,13.9466,4.7214,190.304,17.4714,2.1517
0.329994,0.330632,0,0.292399,-1.53336,0.042,0.099135,0.244569,0.419161,0.559868,0.049772,190.304,17.4714,2.1517
1.75646,1.74805,0.300962,9.40791,2.15346,4.73688,6.54347,9.67448,12.2713,13.473,11.0796,190.304,17.4714,2.1517
1.58567,1.58532,0.001721,0.56567,-0.827859,0.135405,0.271517,0.489554,0.828368,1.06907,0.142517,190.304,17.4714,2.1517
1.75142,1.74052,0.936101,11.2122,2.39732,8.55569,9.44457,11.1163,12.9248,13.9668,4.73181,190.304,17.4714,2.1517
1.34801,1.33958,0.110784,8.59381,2.03475,3.85616,5.75372,8.87014,11.412,12.6654,11.0844,190.304,17.4714,2.1517
0.510126,0.511898,0.000472,0.646542,-0.648637,0.190903,0.330623,0.578337,0.920599,1.1714,0.154637,190.304,17.4714,2.1517
1.15133,1.15052,0,0.131236,-2.37877,0.03,0.03,0.169999,0.169999,0.243742,0.009468,160.656,8.13119,1.50493
0.399664,0.398656,0,0.169047,-2.12239,0.03,0.03,0.169999,0.247372,0.321599,0.017452,160.656,8.13119,1.50493
1.37714,1.37665,0,0.346625,-1.37278,0.076092,0.147466,0.267741,0.497031,0.700847,0.087131,160.656,8.13119,1.50493
0.352812,0.352501,0,0.234987,-1.61303,0.070578,0.112828,0.245317,0.348681,0.389135,0.013742,160.656,8.13119,1.50493
1.3102,1.30648,0,0.228192,-1.76172,0.042,0.062705,0.238,0.328832,0.404508,0.025095,160.656,8.13119,1.50493
0.420922,0.419184,0.02871,4.26673,1.20041,1.04274,1.91628,4.1759,6.35686,7.50622,5.98443,160.656,8.13119,1.50493
0.26723,0.267726,0,0.812282,-0.626459,0.113501,0.297523,0.568564,1.25738,1.80578,0.55889,160.656,8.13119,1.50493
1.39729,1.39656,0.094721,4.11647,1.1276,0.874607,1.74757,4.01402,6.22053,7.35711,6.01687,160.656,8.13119,1.50493
1.08209,1.08041,0.075248,4.50636,1.29056,1.26196,2.15116,4.41284,6.63412,7.76076,6.09786,160.656,8.13119,1.50493
0.434161,0.432969,0,0.356714,-1.20998,0.10681,0.157015,0.408,0.532807,0.580206,0.033828,160.656,8.13119,1.50493
1.01511,1.01216,0,0.185225,-2.09821,0.03,0.03,0.169999,0.27264,0.374376,0.028271,180.334,11.5808,2.03341
1.35153,1.34968,0,0.272511,-1.73556,0.03,0.058088,0.18585,0.416445,0.591263,0.062137,180.334,11.5808,2.03341
0.230982,0.232908,0,0.2107,-1.73601,0.058649,0.10394,0.197001,0.304364,0.339566,0.012759,180.334,11.5808,2.03341
1.58482,1.58448,0.1547,8.3977,2.08864,5.86345,6.89113,8.52502,10.0162,10.8191,4.11655,180.334,11.5808,2.03341
1.32245,1.32209,0,0.326298,-1.45632,0.042,0.10358,0.260192,0.479722,0.650733,0.066176,180.334,11.5808,2.03341
1.06305,1.0563,0.10463,8.90754,2.15013,6.25298,7.32488,9.03048,10.6061,11.4342,4.48618,180.334,11.5808,2.03341
1.00576,1.00477,0,0.419869,-1.11705,0.07252,0.185087,0.372913,0.60188,0.760614,0.072168,180.334,11.5808,2.03341
0.263366,0.264656,0,0.271316,-1.44989,0.095888,0.142856,0.268747,0.382128,0.431439,0.016948,180.334,11.5808,2.03341
1.36967,1.36646,0.142132,9.02263,2.16383,6.33546,7.40477,9.14447,10.752,11.5881,4.5208,180.334,11.5808,2.03341
0.587356,0.585589,0,0.492433,-0.912945,0.127951,0.23315,0.463524,0.689149,0.850541,0.082598,180.334,11.5808,2.03341
0.495185,0.495162,0,0.166718,-2.1443,0.03,0.03,0.169999,0.251576,0.327457,0.015839,134.81,1.07292,1.36529
1.2261,1.22942,0,0.139655,-2.31861,0.03,0.03,0.169999,0.185956,0.275189,0.010714,134.81,1.07292,1.36529
0.86545,0.865251,0.044577,5.12162,1.56871,3.10327,4.06746,5.42834,6.28114,6.64218,2.02763,134.81,1.07292,1.36529
1.13377,1.13266,0.057808,5.17351,1.58159,3.14695,4.11698,5.48101,6.33661,6.69501,2.02889,134.81,1.07292,1.36529
0.795239,0.796063,0,0.198257,-1.90848,0.042,0.042,0.238,0.288394,0.361133,0.016751,134.81,1.07292,1.36529
0.882006,0.880324,0.030787,7.59848,1.81905,2.04267,3.83027,7.94815,11.0473,12.3589,14.2393,134.81,1.07292,1.36529
0.774453,0.771209,0.026826,7.29871,1.74326,1.77914,3.55283,7.67003,10.7139,11.9921,13.9889,134.81,1.07292,1.36529
0.91211,0.914951,0.047962,5.18204,1.58309,3.16038,4.13722,5.48932,6.34215,6.70053,2.03015,134.81,1.07292,1.36529
1.26875,1.26697,0.064667,5.36127,1.62398,3.33221,4.29049,5.66142,6.52705,6.90308,2.05017,134.81,1.07292,1.36529
0.518309,0.521371,0.01823,7.31714,1.75545,1.8103,3.58747,7.65094,10.7359,12.0002,13.9482,134.81,1.07292,1.36529
0.12103,0.119712,0,0.130627,-2.37381,0.03,0.03,0.169999,0.169999,0.242272,0.008691,72.6917,0,0.252733
0.501524,0.498755,0,0.131633,-2.37284,0.03,0.03,0.169999,0.169999,0.245959,0.009269,72.6917,0,0.252733
0.337039,0.337352,0,0.138416,-2.33112,0.03,0.03,0.169999,0.184499,0.272254,0.010665,72.6917,0,0.252733
0.505894,0.501562,0,0.184639,-1.9936,0.042,0.042,0.238,0.258488,0.335614,0.01506,72.6917,0,0.252733
0.41777,0.417256,0,0.180766,-2.00997,0.042,0.042,0.238,0.253935,0.319772,0.014087,72.6917,0,0.252733
0.102175,0.103604,0,0.333535,-1.3727,0.072,0.079935,0.408,0.491972,0.575148,0.047209,72.6917,0,0.252733
0.723837,0.725199,0,0.282145,-1.5412,0.06,0.06,0.339999,0.403672,0.492306,0.031124,72.6917,0,0.252733
0.123802,0.122998,0,0.184586,-1.9978,0.042,0.042,0.238,0.260635,0.335374,0.015347,72.6917,0,0.252733
0.642647,0.64555,0,0.367941,-1.27019,0.072,0.097025,0.408,0.530177,0.644161,0.05767,72.6917,0,0.252733
0.547492,0.548676,0,0.331778,-1.35843,0.072,0.082441,0.408,0.475108,0.566016,0.039544,72.6917,0,0.252733
